split,file_stem,status,warning,saved_files
train,IMG_1487_jpg.rf.Tl5T6XVLcRFNkl4XZBo8,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1487_jpg.rf.Tl5T6XVLcRFNkl4XZBo8_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1487_jpg.rf.Tl5T6XVLcRFNkl4XZBo8_ogrenci_numara.jpg
train,IMG_1488_HEIC.rf.RTN3tMGXKqUxB4lL2ZeF,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1488_HEIC.rf.RTN3tMGXKqUxB4lL2ZeF_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1488_HEIC.rf.RTN3tMGXKqUxB4lL2ZeF_ogrenci_numara.jpg
train,IMG_1488_jpg.rf.VQpwnFjsVo3nnHOiEtI9,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1488_jpg.rf.VQpwnFjsVo3nnHOiEtI9_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1488_jpg.rf.VQpwnFjsVo3nnHOiEtI9_ogrenci_numara.jpg
train,IMG_1489_jpg.rf.SGh0rNYftdUPHFpeTOhd,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1489_jpg.rf.SGh0rNYftdUPHFpeTOhd_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1489_jpg.rf.SGh0rNYftdUPHFpeTOhd_ogrenci_numara.jpg
train,IMG_1490_jpg.rf.q9MXiOkMTJyt1aWp6W0J,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1490_jpg.rf.q9MXiOkMTJyt1aWp6W0J_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1490_jpg.rf.q9MXiOkMTJyt1aWp6W0J_ogrenci_numara.jpg
train,IMG_1491_jpg.rf.PSRqCrXdVYhJODd7V2Hj,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1491_jpg.rf.PSRqCrXdVYhJODd7V2Hj_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1491_jpg.rf.PSRqCrXdVYhJODd7V2Hj_ogrenci_numara.jpg
train,IMG_1492_jpg.rf.cOpOmpf54OSZ5wVP801r,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1492_jpg.rf.cOpOmpf54OSZ5wVP801r_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1492_jpg.rf.cOpOmpf54OSZ5wVP801r_ogrenci_numara.jpg
train,IMG_1494_jpg.rf.SbV1mA8m8JckVFb8VYOb,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1494_jpg.rf.SbV1mA8m8JckVFb8VYOb_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1494_jpg.rf.SbV1mA8m8JckVFb8VYOb_ogrenci_numara.jpg
train,IMG_1495_HEIC.rf.xUKqrjMk5vcm2QVRMCX5,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1495_HEIC.rf.xUKqrjMk5vcm2QVRMCX5_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1495_HEIC.rf.xUKqrjMk5vcm2QVRMCX5_ogrenci_numara.jpg
train,IMG_1495_jpg.rf.NkLWbhzmS3BRSDp11dSF,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1495_jpg.rf.NkLWbhzmS3BRSDp11dSF_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1495_jpg.rf.NkLWbhzmS3BRSDp11dSF_ogrenci_numara.jpg
train,IMG_1496_jpg.rf.OLzvkIrLLL03qvO037sy,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1496_jpg.rf.OLzvkIrLLL03qvO037sy_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1496_jpg.rf.OLzvkIrLLL03qvO037sy_ogrenci_numara.jpg
train,IMG_1497_HEIC.rf.dYFiRM2StrR4qXEaVgPp,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1497_HEIC.rf.dYFiRM2StrR4qXEaVgPp_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1497_HEIC.rf.dYFiRM2StrR4qXEaVgPp_ogrenci_numara.jpg
train,IMG_1498_HEIC.rf.yE0akbniwbubrq93nej8,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1498_HEIC.rf.yE0akbniwbubrq93nej8_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1498_HEIC.rf.yE0akbniwbubrq93nej8_ogrenci_numara.jpg
train,IMG_1498_jpg.rf.wPiZguRR5lmL0ElMBN2i,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1498_jpg.rf.wPiZguRR5lmL0ElMBN2i_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1498_jpg.rf.wPiZguRR5lmL0ElMBN2i_ogrenci_numara.jpg
train,IMG_1499_HEIC.rf.SUS9d3wrzWcWXQ0H2KPz,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1499_HEIC.rf.SUS9d3wrzWcWXQ0H2KPz_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1499_HEIC.rf.SUS9d3wrzWcWXQ0H2KPz_ogrenci_numara.jpg
train,IMG_1500_HEIC.rf.CjA6k51hFcG97YnpwxFy,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1500_HEIC.rf.CjA6k51hFcG97YnpwxFy_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1500_HEIC.rf.CjA6k51hFcG97YnpwxFy_ogrenci_numara.jpg
train,IMG_1500_jpg.rf.SldRvZZ3MdwcO7Arbuze,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1500_jpg.rf.SldRvZZ3MdwcO7Arbuze_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1500_jpg.rf.SldRvZZ3MdwcO7Arbuze_ogrenci_numara.jpg
train,IMG_1501_HEIC.rf.m1bzf5sEwGXo2Ky74zLh,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1501_HEIC.rf.m1bzf5sEwGXo2Ky74zLh_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1501_HEIC.rf.m1bzf5sEwGXo2Ky74zLh_ogrenci_numara.jpg
train,IMG_1501_jpg.rf.a3jOMXU88NKvEXZqn4oI,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1501_jpg.rf.a3jOMXU88NKvEXZqn4oI_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1501_jpg.rf.a3jOMXU88NKvEXZqn4oI_ogrenci_numara.jpg
train,IMG_1502_HEIC.rf.LuvHp8ud6dYK2g3KLj1Z,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1502_HEIC.rf.LuvHp8ud6dYK2g3KLj1Z_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1502_HEIC.rf.LuvHp8ud6dYK2g3KLj1Z_ogrenci_numara.jpg
train,IMG_1503_jpg.rf.GoqLLUZ153ZOtimBDNSD,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1503_jpg.rf.GoqLLUZ153ZOtimBDNSD_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1503_jpg.rf.GoqLLUZ153ZOtimBDNSD_ogrenci_numara.jpg
train,IMG_1504_jpg.rf.u6hgdyfASwDr6FoKQBZJ,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1504_jpg.rf.u6hgdyfASwDr6FoKQBZJ_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1504_jpg.rf.u6hgdyfASwDr6FoKQBZJ_ogrenci_numara.jpg
train,IMG_1506_jpg.rf.tZAfe0vGefMBRzVsyrqD,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1506_jpg.rf.tZAfe0vGefMBRzVsyrqD_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1506_jpg.rf.tZAfe0vGefMBRzVsyrqD_ogrenci_numara.jpg
train,IMG_1508_jpg.rf.C4VQ28rFf6fbZIHaFXI2,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1508_jpg.rf.C4VQ28rFf6fbZIHaFXI2_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1508_jpg.rf.C4VQ28rFf6fbZIHaFXI2_ogrenci_numara.jpg
train,IMG_1509_jpg.rf.cnDamioPQfSQYSVG3D4E,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1509_jpg.rf.cnDamioPQfSQYSVG3D4E_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1509_jpg.rf.cnDamioPQfSQYSVG3D4E_ogrenci_numara.jpg
train,IMG_1510_jpg.rf.r9CuMU9o3qEQLom1JcrU,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1510_jpg.rf.r9CuMU9o3qEQLom1JcrU_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1510_jpg.rf.r9CuMU9o3qEQLom1JcrU_ogrenci_numara.jpg
train,IMG_1511_jpg.rf.oXfsNVLhMgAyT1XcW5ki,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1511_jpg.rf.oXfsNVLhMgAyT1XcW5ki_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1511_jpg.rf.oXfsNVLhMgAyT1XcW5ki_ogrenci_numara.jpg
train,IMG_1512_jpg.rf.GSTODGfGMvxrQkRpDUWQ,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1512_jpg.rf.GSTODGfGMvxrQkRpDUWQ_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1512_jpg.rf.GSTODGfGMvxrQkRpDUWQ_ogrenci_numara.jpg
train,IMG_1514_jpg.rf.HnLkkoW1WI6x42ohpte5,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1514_jpg.rf.HnLkkoW1WI6x42ohpte5_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1514_jpg.rf.HnLkkoW1WI6x42ohpte5_ogrenci_numara.jpg
train,IMG_1516_jpg.rf.ma9aKVt5W1CqiUnBKZXH,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1516_jpg.rf.ma9aKVt5W1CqiUnBKZXH_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1516_jpg.rf.ma9aKVt5W1CqiUnBKZXH_ogrenci_numara.jpg
train,IMG_1517_jpg.rf.DfnGixCu87yVG5pjePtZ,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1517_jpg.rf.DfnGixCu87yVG5pjePtZ_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1517_jpg.rf.DfnGixCu87yVG5pjePtZ_ogrenci_numara.jpg
train,IMG_1518_jpg.rf.zSUH9PDRb89pg82GL8yz,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1518_jpg.rf.zSUH9PDRb89pg82GL8yz_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1518_jpg.rf.zSUH9PDRb89pg82GL8yz_ogrenci_numara.jpg
train,IMG_1519_jpg.rf.YBGdwly01C0rNWmGoP0d,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1519_jpg.rf.YBGdwly01C0rNWmGoP0d_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1519_jpg.rf.YBGdwly01C0rNWmGoP0d_ogrenci_numara.jpg
train,IMG_1520_jpg.rf.kPOHYW8iyeFpUKILuzRr,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1520_jpg.rf.kPOHYW8iyeFpUKILuzRr_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1520_jpg.rf.kPOHYW8iyeFpUKILuzRr_ogrenci_numara.jpg
train,IMG_1521_jpg.rf.SiWHmAcKQhjhUS5QHr0y,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1521_jpg.rf.SiWHmAcKQhjhUS5QHr0y_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1521_jpg.rf.SiWHmAcKQhjhUS5QHr0y_ogrenci_numara.jpg
train,IMG_1523_jpg.rf.JpActPrEu3b40vMJc9BR,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1523_jpg.rf.JpActPrEu3b40vMJc9BR_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1523_jpg.rf.JpActPrEu3b40vMJc9BR_ogrenci_numara.jpg
